Nr.,Categorie,Produs,Producător,Țară,Preț (MDL)
2270,Sănătate - Medicamente OTC,Nistatina supp. vag. 500000 UI N10 (FP),FarmaPrim SRL,Republica Moldova,"38,55"
2271,Vitamine și Minerale,Nitolic Spray 50ml+Pieptene Gratis,ICB PHARMA,Polonia,"220,69"
2272,Sănătate - Medicamente OTC,Nitroglicerina comp. 0.5mg N40 (Technolog),Technolog SAI,Ucraina,"15,3"
2273,Sănătate - Medicamente OTC,Nitroglicerina comp. 0.5mg N40 (Technolog),Technolog SAI,Ucraina,"15,62"
2274,Sănătate - Parafarmaceutice,Nitromint spray 1% 10.0 (Egis),Egis Pharmaceuticals PLC,Ungaria,"65,42"
2275,Sănătate - Medicamente OTC,Nixar® comp. orodispers. 10mg N10x3,"Menarini International Operations Luxembourg SA, Luxemburg(PROD: A. Menarini Manufacturing Logistics & Services S.r.l, Italia; )",Luxemburg,"160,54"
2276,Sănătate - Medicamente OTC,Nixar® comp. orodispers. 10mg N10x3,"Menarini International Operations Luxembourg SA, Luxemburg(PROD: A. Menarini Manufacturing Logistics & Services S.r.l, Italia; )",Luxemburg,"159,27"
2277,Mamă și Copil,No-spa comp. 40mg N100,Chinoin Pharmaceutical and Chemical Works Co. Ltd. Member of sanofi-aventis Group (prod.: Chinoin Ph,Ungaria,"115,57"
2278,Mamă și Copil,No-spa inj. 40mg/2 ml N25,"Chinoin Private Co. Ltd. Member of sanofi-aventis Group (prod.: Chinoin Private Co. Ltd., Ungaria)",Ungaria,"142,08"
2279,Vitamine și Minerale,Nocist Intensive pulbere N7,Specchiasol SRL,Italia,"315,24"
2280,Sănătate - Medicamente OTC,Nocist Prevent caps. N24,Specchiasol SRL,Italia,"295,87"
2281,Sănătate - Medicamente OTC,Normodipin comp. 10mg N30 (Gedeon),Gedeon Richter SA,Ungaria,"53,27"
2282,Sănătate - Medicamente OTC,Normodipin comp. 10mg N30 (Gedeon),Gedeon Richter SA,Ungaria,"53,99"
2283,Sănătate - Medicamente OTC,Normodipin comp. 5mg N30 (Gedeon),Gedeon Richter SA,Ungaria,"26,85"
2284,Sănătate - Medicamente OTC,Normodipin comp. 5mg N30 (Gedeon),Gedeon Richter SA,Ungaria,"26,79"
2285,Sănătate - Medicamente OTC,Novirin sirop 50mg/ml 120ml KVZ,Uzina de vitamine din Kiev SAD,Ucraina,"122,01"
2286,Sănătate - Medicamente OTC,"Novocaina sol.inj.0,5% 5ml N10 (Zdorovie)","Zdorovie SRL, Companie farmaceutica",Ucraina,"22,53"
2287,Sănătate - Medicamente OTC,NovoNorm® comp.1 mg	N15x6,Novo Nordisk A/S,Danemarca,"270,08"
2288,Vitamine și Minerale,Novophane caps. N60 ACM,ACM Laboratoires,Franta,"340,75"
2289,Sănătate - Medicamente OTC,Nox sol. inj. 50mg/ml 2ml N5x2,FarmFirma Sotex SAI,Rusia,"100,91"
2290,Sănătate - Medicamente OTC,Nox sol. inj. 50mg/ml 5ml N5,FarmFirma Sotex SAI,Rusia,"98,44"
2291,Frumusețe și Igienă - Igienă Personală,NUK Absorbante sutien Performance N30,MAPA GmbH,Germania,150
2292,Sănătate - Parafarmaceutice,NUK Aspirator nazal decongestionant+rezerva,MAPA GmbH,Germania,109
2293,Vitamine și Minerale,NUK Castron cu capac (6luni+),MAPA GmbH,Germania,"193,54"
2294,Vitamine și Minerale,NUK Inel dentitie N2 refrigerente 3-12 luni,MAPA GmbH,Germania,"124,99"
2295,Vitamine și Minerale,NUK Protector mameloane silicon N2,MAPA GmbH,Germania,"174,99"
2296,Vitamine și Minerale,NUK Sticluta Nature Sense sticla 240ml+tetina silicon 0-6luni (M),MAPA GmbH,Malaezia,240
2297,Vitamine și Minerale,NUK Sticluta noapte cu minere si adaptor 150ml (6-18luni) FC,MAPA GmbH,Germania,"324,99"
2298,Mamă și Copil,NUK Suzeta silicon 100% sensitive 0-6luni in cutie,MAPA GmbH,USA,125
2299,Mamă și Copil,NUK Suzeta silicon Ziua si noaptea 6-18luni in cutie,MAPA GmbH,Germania,"101,25"
2300,Vitamine și Minerale,NUK Tetina latex lapte 6luni+FC (M),MAPA GmbH,Germania,"57,49"
2301,Vitamine și Minerale,NUK Tetina silicon lapte 0-6luni FC (M),MAPA GmbH,Germania,70
2302,Mamă și Copil,Nurofen® pentru copii sup. 60 mg N10,Reckitt Benckiser Healthcare International Ltd,Romania,"47,64"
2303,Vitamine și Minerale,Odolean tinctura 25ml MC ,MC Pharmaceuticals SRL,Republica Moldova,"20,94"
2304,Vitamine și Minerale,"Olio del Re Picaturi Uleiuri eterice pure-menta,smirna,cajeput,pin,tamie 10ml Zuccari",Zuccari SRL,Italia,"199,37"
2305,Vitamine și Minerale,Omega 3 1000mg 30% caps. N120 (2caps/zi) Doppelherz,Queisser Pharma GmbH Co.&KG,Germania,549
2306,Vitamine și Minerale,Omega 3 Gold 1000mg (65%) cu D3+K2 (2000 UI+50μg) caps. N30 Olimp,Olimp,Polonia,"358,99"
2307,Vitamine și Minerale,OMEPA Coenzima Q10 100mg+Omega3 900mg caps. gelatinoase N30 Cardio TAB ILAC,TAB ILAC SANAYI AS,Turcia,399
2308,Sănătate - Medicamente OTC,Omeprazol 20 mg caps.gastrorez. N30 (Borisov),UPM din Borisov RUP,Belorusia,"22,31"
2309,Sănătate - Medicamente OTC,Omeprez caps.20mg N30 (Omeprazol),"S.C. Rompharm Company S.R.L., România(PROD: S.C. Rompharm Company S.R.L., România; )",Romania,"51,03"
2310,Sănătate - Medicamente OTC,Omez 10mg caps. gastrorez. N15x2,Dr. Reddys Laboratories Ltd,Romania,"76,44"
2311,Sănătate - Medicamente OTC,Omez 20 mg caps. N15x2,Dr. Reddys Laboratories Ltd,India,"86,1"
2312,Sănătate - Medicamente OTC,Omez 40 mg caps. gastrorez. N15x2,Dr. Reddys Laboratories Ltd,Romania,"109,94"
2313,Sănătate - Medicamente OTC,"Opticolin (Monacolina K) 2,5mg VEGAN caps. N240 ZeinPharma",Zein Pharma,Germania,499
2314,Sănătate - Medicamente OTC,"Opticolin (Monacolina K) 2,5mg VEGAN caps. N240 ZeinPharma",Zein Pharma,Germania,"498,99"
2315,Sănătate - Medicamente OTC,Optiserum pic.oft.5ml N10 igiena ochiului Biessen,Gilbert Laboratoires,Franta,195
2316,Sănătate - Medicamente OTC,"Oramet gel gingival 10mg+2,5mg/g 20g N1",Agio Pharmaceuticals Ltd,India,"63,87"
2317,Sănătate - Medicamente OTC,Orcipol comp.film. 500mg+500mg N10,"World Medicine (prod.: Laboratoire Bailly-Creat, Franta)",Marea Britanie,"149,78"
2318,Sănătate - Medicamente OTC,Orlip® caps.120 mg N10x3,GM Pharmaceuticals,Georgia,"249,54"
2319,Sănătate - Echipamente Medicale,"Orteza fixarea articulatiei mainii cu siret S,M Ersamed",ERSA MED MEDIKAL ORTOPEDI,Turcia,"298,45"
2320,Sănătate - Medicamente OTC,Ortofen comp. film. gastrorez. 25mg N10X3 (Technolog),Technolog SAI,Ucraina,"9,51"
2321,Vitamine și Minerale,Ortofen comp.gastrorez.25mg N10x3 Vitamini,Vitamini SAP,Ucraina,"10,14"
2322,Vitamine și Minerale,Oscilococcinum  granule homeop. 1g N6,Bioron,Franta,"145,7"
2323,Vitamine și Minerale,"OSENDE Multi Colagen tip I,II,III 10000mg articulatii plic. N30 Tab Ilac",TAB ILAC SANAYI AS,Turcia,1099
2324,Sănătate - Medicamente OTC,Ospamox comp.film.1000mg  N6x2,"Sandoz Pharmaceuticals  d.d., Slovenia(PROD: Glaxo Operations UK Limited (Glaxo Wellcome Operations), Marea Britanie; )",Austria,"59,9"
2325,Sănătate - Medicamente OTC,Ospamox comp.film.1000mg  N6x2,"Sandoz Pharmaceuticals  d.d., Slovenia(PROD: Glaxo Operations UK Limited (Glaxo Wellcome Operations), Marea Britanie; )",Austria,"57,17"
2326,Vitamine și Minerale,Otidep Activ picaturi auriculare 25ml Depofarm,Depofarm SRL,Republica Moldova,81
2327,Sănătate - Medicamente OTC,"Otilin pic. naz. sol. 0,5 mg/ml 10ml N1",Amman Pharmaceutical Industries,Iordania,"28,2"
2328,Vitamine și Minerale,Paducel tinctura 25ml MC ,MC Pharmaceuticals SRL,Republica Moldova,"13,09"
2329,Vitamine și Minerale,Panangin® Forte comp. film. 316 mg/280 mg  N15x4 (Gedeon),Gedeon Richter PLC,Ungaria,"159,02"
2330,Vitamine și Minerale,Panangin® Forte comp. film. 316 mg/280 mg  N15x4 (Gedeon),Gedeon Richter PLC,Ungaria,"161,62"
2331,Vitamine și Minerale,Panangin® Forte comp. film. 316 mg/280 mg  N15x4 (Gedeon),Gedeon Richter PLC,Ungaria,"158,98"
2332,Sănătate - Medicamente OTC,Pancreatin 8000 comp. gastrorez. N10x2,Technolog SAP,Ucraina,"22,1"
2333,Sănătate - Medicamente OTC,Pancreatin 8000 comp. gastrorez. N10x2,Technolog SAP,Ucraina,"21,86"
2334,Sănătate - Echipamente Medicale,Pansament-emplastru Med'S 10cmx15cm N5 steril hipoalergic,Farmac Zabban SPA,Italia,"51,99"
2335,Sănătate - Echipamente Medicale,Pansament-emplastru Med'S 10cmx23cm N3 steril hipoalergic,Farmac Zabban SPA,Italia,"45,87"
2336,Vitamine și Minerale,Pantenol Forte Farmavit Nature gel 9% 50g Depo,Depofarm SRL,Republica Moldova,105
2337,Sănătate - Parafarmaceutice,Pantenol spuma 6% 150ml Dr.Muller PHARMA,Dr. Muller Pharma s.r.o,Cehia,"178,99"
2338,Vitamine și Minerale,Pantoten Forte caps. N30 Vitapharm,"Vitapharm-Com SRL, IM",Republica Moldova,"253,5"
2339,Sănătate - Medicamente OTC,Panzynorm 10 000 caps.10000 UA + 7200 UA + 400 UA N7x3,"KRKA d.d., Novo mesto",Slovenia,"72,73"
2340,Sănătate - Medicamente OTC,Panzynorm 10 000 caps.10000 UA + 7200 UA + 400 UA N7x3,"KRKA d.d., Novo mesto",Slovenia,"71,93"
2341,Sănătate - Medicamente OTC,Papaverina sol.inj. 2% 2ml N10 (Borisov),UPM din Borisov RUP,Belarus,"21,69"
2342,Sănătate - Medicamente OTC,Papaverina sol.inj. 2% 2ml N10 (Zdorovie),"Zdorovie SRL, Companie farmaceutica",Ucraina,"20,48"
2343,Sănătate - Medicamente OTC,Paracetamol supp. 125mg N6 (Antibiotice),"Antibiotice SA, SC",Romania,"18,89"
2344,Frumusețe și Igienă - Îngrijire Păr,Paranix sampon 100ml,Medgenix Benelux,Belgia,"221,49"
2345,Vitamine și Minerale,Pasta de dinti Paradontax Classic 75ml,GlaxoSmithKline,Marea Britanie,"97,63"
2346,Frumusețe și Igienă - Protecție Solară,Pasta de dinti President Capsuna 3-6 ani 50ml NOU,Betafarma S.p.A,Italia,49
2347,Sănătate - Medicamente OTC,Perfecton Kardio caps. N30 Vitapharm,"Vitapharm-Com SRL, IM",Republica Moldova,"133,5"
2348,Mamă și Copil,Periuta dinti copii President 5-11 ani Soft,Betafarma S.p.A,Italia,"64,99"
2349,Frumusețe și Igienă - Igienă Personală,Periuta dinti President Defense Medie,Betafarma S.p.A,Italia,"58,75"
2350,Vitamine și Minerale,Persen Forte caps. N20 LPH,Lek Pharmaceuticals d.d.,Slovenia,"100,97"
2351,Vitamine și Minerale,Pharma Doct Penceta sprincene Classic,EUROSIREL,Italia,64
2352,Sănătate - Parafarmaceutice,Pharma Doct Pila dubla talpi,EUROSIREL,Italia,77
2353,Sănătate - Parafarmaceutice,Pharma Doct Pila unghii,EUROSIREL,Italia,"37,99"
2354,Sănătate - Parafarmaceutice,Pharma Doct Unghiera Mare,EUROSIREL,Italia,62
2355,Vitamine și Minerale,Picaturi cardiace sol. 25ml MC (plastic) ,MC Pharmaceuticals SRL,Republica Moldova,"13,59"
2356,Vitamine și Minerale,Picnic Family Plastine antitintari N10,Invent ZAO,Rusia,"12,99"
2357,Sănătate - Parafarmaceutice,"Picolax® pic. orale, sol. 0,75% 30 ml N1",Farmak SAP,Ucraina,"62,49"
2358,Sănătate - Parafarmaceutice,Pipeta medicala N1,Shanghai Domino Heathcare,China,"8,19"
2359,Sănătate - Medicamente OTC,Piracetam 400 mg caps. N10 Borisov,UPM din Borisov RUP,Belarus,"5,84"
2360,Sănătate - Medicamente OTC,Plavix comp. film. 75mg N28,"Sanofi Pharma Bristol-Myers Squibb SNC (prod.: Sanofi Winthrop Industrie, Franta)",Franta,"215,69"
2361,Vitamine și Minerale,Policol One caps. N30 Plameca,Plantas Medicinales y Complementos Alimenticios S.A.,Spania,"180,28"
2362,Sănătate - Medicamente OTC,Poliginax caps. vag. N12,Laboratoire Innotech International,Franta,"140,89"
2363,Sănătate - Medicamente OTC,Poliginax caps. vag. N12,Laboratoire Innotech International,Franta,"146,83"
2364,Sănătate - Medicamente OTC,Polijen caps. N12 ,"World Medicine (prod.: Egyptian International Pharmaceutical Industries Co. E.I.P.I.Co, Egipt)",Egipt,"165,88"
2365,Sănătate - Medicamente OTC,Pollezin® comp. film. 5 mg N7x2 (Egis),Egis Pharmaceuticals PLC,Ungaria,"31,2"
2366,Sănătate - Medicamente OTC,"Pollezin® pic. orale, sol. 5 mg/ml 20 ml N1 (Egis)",Egis Pharmaceuticals PLC,Ungaria,"94,87"
2367,Sănătate - Medicamente OTC,"Pollezin® pic. orale, sol. 5 mg/ml 20 ml N1 (Egis)",Egis Pharmaceuticals PLC,Ungaria,"92,36"
2368,Sănătate - Medicamente OTC,Predizin comp.film.elib.prel. 35 mg N10x6 (Gedeon),"Gedeon Richter PLC (prod.: Gedeon Richter Poland Co., Ltd, Polonia)",Ungaria,"91,15"
2369,Sănătate - Medicamente OTC,Predizin comp.film.elib.prel. 35 mg N10x6 (Gedeon),"Gedeon Richter PLC (prod.: Gedeon Richter Poland Co., Ltd, Polonia)",Ungaria,"95,49"
2370,Sănătate - Medicamente OTC,Prednisolon-Darnita comp. 5mg N40,"Darnita SAI, Firma farmaceutica",Ucraina,"56,52"
2371,Sănătate - Medicamente OTC,Pregabalin-Richter caps. 150mg N14x4 (Gedeon),Gedeon Richter PLC,Ungaria,"266,35"
2372,Sănătate - Medicamente OTC,Pregabalin-Richter caps. 75mg N14x4 (Gedeon),Gedeon Richter PLC,Ungaria,160
2373,Sănătate - Medicamente OTC,Pregabalin-Richter caps. 75mg N14x4 (Gedeon),Gedeon Richter PLC,Ungaria,"160,03"
2374,Frumusețe și Igienă - Igienă Personală,Prezervative Actual N4 Sensitive ,Cex International S.A.,Spania,"57,99"
2375,Frumusețe și Igienă - Igienă Personală,Prezervative Romed N1,Romed,Olanda,"3,88"
2376,Vitamine și Minerale,Primii Pasi Aparator colturi transparente N4,SC Far East Trading SRL,China,"42,81"
2377,Sănătate - Parafarmaceutice,Primii Pasi Baveta flexibila cu buzunar (6 luni+),SC Far East Trading SRL,China,"72,16"
2378,Sănătate - Parafarmaceutice,Proctosan Neo ung.20 g (Hepatrombin H),Hemofarm AD,Serbia,"50,09"
2379,Sănătate - Parafarmaceutice,Proctotrombin ung. 20g,FarmaPrim SRL,Republica Moldova,"49,53"
2380,Sănătate - Medicamente OTC,"Proflosin® caps. elib. modif. 0,4mg N10x10","Menarini International Operations Luxembourg SA (prod.: Berlin-Chemie AG (Menarini Group), Germania)",Luxemburg,"324,51"
2381,Sănătate - Parafarmaceutice,Progestogel gel 1% 80g Biessen,"Laboratoires Besins International (prod.: Besins Manufacturing Belgium, Belgia; Laboratoires Besins",Franta,"172,12"
2382,Vitamine și Minerale,Proimmunity Max Extended Release comp. N30 Fiterman,"Fiterman Pharma SRL SC (prod.: Fiterman Pharma SRL SC, Romania)",Romania,131
2383,Mamă și Copil,Propolis C Raceala si Gripa Copii (+1an) plic N10 Fiterman,"Fiterman Pharma SRL SC (prod.: Fiterman Pharma SRL SC, Romania)",Romania,72
2384,Sănătate - Parafarmaceutice,Proposol spray bucofaringian 20g  Flumed-Farm,Flumed-Farm SRL,Republica Moldova,"63,18"
2385,Sănătate - Medicamente OTC,Prospan sirop 100ml,Engelhard Arzneimittel GmbH&Co.KG,Germania,"107,04"
2386,Sănătate - Medicamente OTC,Prospan sirop 100ml,Engelhard Arzneimittel GmbH&Co.KG,Germania,"108,4"
2387,Sănătate - Medicamente OTC,Prostatilen sol. inj.1 mg/ml 2 ml N5x2 (Lekhim),Lekhim-Harikov SAI,Ucraina,"328,96"
2388,Sănătate - Medicamente OTC,Prostatilen supp.30 mg N10,Lekhim-Harikov SAI,Ucraina,"193,92"
2389,Sănătate - Medicamente OTC,Prosterid 5mg comp. N28 (finasterid) (Gedeon),Gedeon Richter PLC,Ungaria,"149,61"
2390,Sănătate - Medicamente OTC,Protaphane® HM Penfill® susp. injectabila in cartus	100 UI/ml 3ml N5,Novo Nordisk A/S,Danemarca,"382,31"
2391,Vitamine și Minerale,Protectis Probiotic picaturi 5ml,BioGaia,Suedia,"585,88"
2392,Mamă și Copil,Protectis Probiotic+vit.D3 (400UI) picat.copii 5ml,BioGaia,Suedia,"603,9"
2393,Sănătate - Medicamente OTC,Protector pat ID Expert Protect Super 60x 90 N10,Ontex-NV,Belgia,"98,58"
2394,Sănătate - Medicamente OTC,Protector pat ID Plus 40x60 N30,Ontex-NV,Belgia,"130,38"
2395,Sănătate - Medicamente OTC,Protector pat ID Plus 60x60 N30,Ontex-NV,Belgia,"165,36"
2396,Sănătate - Medicamente OTC,Protector pat ID Plus 60x90 N30,Ontex-NV,Belgia,"234,26"
2397,Sănătate - Medicamente OTC,Prozerina sol. inj. 0.05% 1ml N10 (Zdorovie)#,"Zdorovie SRL, Companie farmaceutica",Ucraina,"23,44"
2398,Mamă și Copil,Pudra copii cu musetel 50g  Depofarm,Depofarm SRL,Republica Moldova,"30,05"
2399,Sănătate - Echipamente Medicale,Pulsoximetru portabil Rossmax SD 100,Rossmax International LTD,Elvetia,690
2400,Vitamine și Minerale,"Pungi urina 2l,tub 90cm valva+orificiu iesire T-tipe",Romed,Olanda,"17,89"
2401,Mamă și Copil,Pungi urina copii 100ml Romed,Romed,Olanda,"7,9"
2402,Sănătate - Medicamente OTC,Quamatel tab. 20mg  N28 (Gedeon),Gedeon Richter PLC,Ungaria,"43,68"
2403,Sănătate - Medicamente OTC,Quamatel tab. 40mg  N14 (Gedeon),Gedeon Richter PLC,Ungaria,"42,98"
2404,Sănătate - Medicamente OTC,Quamatel tab. 40mg  N14 (Gedeon),Gedeon Richter PLC,Ungaria,"41,96"
2405,Sănătate - Medicamente OTC,Quamatel tab. 40mg  N14 (Gedeon),Gedeon Richter PLC,Ungaria,"42,37"
2406,Sănătate - Medicamente OTC,Ranezol comp. film. gastrorez. 20 mg N14x2,Bilim Pharmaceuticals AS,Turcia,"105,72"
2407,Sănătate - Medicamente OTC,Recreol® ung. 50mg/g 50g (Dexpanthenol),Grindeks SA,Letonia,"125,25"
2408,Sănătate - Medicamente OTC,Redex® 5 comp. film.5 mg N10x3,Al-Taqaddom Pharmaceutical Industries,Iordania,"291,19"
2409,Vitamine și Minerale,RefluxAid comp.masticabile 1g N12,Pharmacomed SRL,Italia,"97,09"
2410,Sănătate - Medicamente OTC,RefluxAid sirop 250ml,Pharmacomed SRL,Italia,"181,92"
2411,Sănătate - Medicamente OTC,Remora 150mg N10 comp.film,"Nobel Ilac Sanayii ve Ticaret AS (prod.: Nobelfarma Ilac Sanayii ve Ticaret AS, )",Turcia,"48,61"
2412,Sănătate - Medicamente OTC,"Remostabil SBA (echilibru nervos,relaxare) caps. N30 Biessen",Irati International,Franta,"232,05"
2413,Sănătate - Medicamente OTC,Renalof caps.N90,Catalysis SL,Spania,"880,65"
2414,Vitamine și Minerale,Rennie Peppermint comp. masticab. N6x4,"Bayer Consumer Care AG  (prod.: Bayer Sante Familiale, Franta)",Elvetia,"68,22"
2415,Sănătate - Parafarmaceutice,Reosorbilact sol. 200ml (detoxifiant),Iuria-Farm SRL,Ucraina,"78,73"
2416,Sănătate - Plante Medicinale,Reparon Herbal supp N10 (Egis),Egis Pharmaceuticals PLC,Ungaria,"116,23"
2417,Sănătate - Plante Medicinale,Reparon Herbal ung. rectal 25g Egis,Egis Pharmaceuticals PLC,Ungaria,"141,27"
2418,Vitamine și Minerale,"Respiran Hyal spray nasal (1 an+) (acid hyaluronic ,dexpantenol,aloe) 20 ml Fiterman","Fiterman Pharma SRL SC (prod.: Fiterman Pharma SRL SC, Romania)",Romania,"186,69"
2419,Frumusețe și Igienă - Protecție Solară,Respisun solutie hypertonica 3% 4ml N24,"Sun Pharmaceutical Industries Ltd. (prod.: Sun Pharmaceutical Industries Ltd, India)",Spania,"359,14"
2420,Sănătate - Medicamente OTC,Riboxina comp. film. 200 mg N10x5,Technolog SAP,Ucraina,"26,91"
2421,Sănătate - Medicamente OTC,Riboxina comp. film. 200 mg N10x5,Technolog SAP,Ucraina,"26,93"
2422,Sănătate - Medicamente OTC,Riboxina comp. film. 200 mg N50 (Borisov),UPM din Borisov RUP,Belarus,"24,93"
2423,Sănătate - Medicamente OTC,Riboxina sol. inj. 2% 10ml N5x2 (Darnita),"Darnita SAI, Firma farmaceutica",Ucraina,"38,45"
2424,Vitamine și Minerale,Richter CycleBalance plic N30,Gedeon Richter PLC,Franta,"506,71"
2425,Sănătate - Medicamente OTC,Richter FerroBio 14mg tab. N40,Gedeon Richter PLC,Belgia,"562,12"
2426,Sănătate - Parafarmaceutice,Ricina ulei 100% 100ml Vitacure,Pharmalife Research SRL,Italia,"98,74"
2427,Sănătate - Parafarmaceutice,Ricina ulei 200ml Hypericum,Hypericum Impex SRL,Romania,"148,5"
2428,Sănătate - Medicamente OTC,Rigevidon comp. N21x3 (Gedeon),Gedeon Richter SA,Belgia,"127,81"
2429,Sănătate - Medicamente OTC,Rigevidon comp. N21x3 (Gedeon),Gedeon Richter SA,Belgia,"130,93"
2430,Frumusețe și Igienă - Îngrijire Păr,RINFOLTIL Kera-Protein Masca par restructuranta 200ml Pharmalife,Pharmalife Research SRL,Italia,"271,5"
2431,Frumusețe și Igienă - Îngrijire Păr,RINFOLTIL Kera-Protein Sampon restructurant 250ml Pharmalife,Pharmalife Research SRL,Italia,"208,99"
2432,Sănătate - Parafarmaceutice,Ringer sol. perf. 200ml (Iuria),Iuria-Farm SRL,Ucraina,"14,67"
2433,Sănătate - Parafarmaceutice,Ringer sol. perf. 400ml (Iuria),Iuria-Farm SRL,Ucraina,"20,84"
2434,Sănătate - Medicamente OTC,Rinofluimucil® spray nazal 10mg+5mg/ml 10ml N1,Zambon  S.P.A.,Italia,"90,2"
2435,Sănătate - Parafarmaceutice,Rinospray sol. 0.05% 10ml (oximetazolina) (Flumed-Farm),Flumed-Farm SRL,Republica Moldova,"44,32"
2436,Sănătate - Medicamente OTC,"Rinoxil spray nazal 0,05% 10ml (xilometazolina+eucalipt)(Flumed-Farm)",Flumed-Farm SRL,Republica Moldova,"43,08"
2437,Sănătate - Medicamente OTC,"Rinoxil spray nazal 0,1% 10ml (xilometazolina+eucalipt)(Flumed-Farm)",Flumed-Farm SRL,Republica Moldova,"44,47"
2438,Sănătate - Medicamente OTC,"Rinoxil spray nazal 0,1% 10ml (xilometazolina+eucalipt)(Flumed-Farm)",Flumed-Farm SRL,Republica Moldova,"45,27"
2439,Sănătate - Medicamente OTC,"Rinoxil spray nazal 0,1% 10ml (xilometazolina+eucalipt)(Flumed-Farm)",Flumed-Farm SRL,Republica Moldova,"44,46"
2440,Sănătate - Medicamente OTC,Rival gel 20 mg/g 50g N1 Fiterman,"Fiterman Pharma SRL SC (prod.: Fiterman Pharma SRL SC, Romania)",Romania,"129,88"
2441,Vitamine și Minerale,Romazic comp. film. 20 mg  N10x3,"Pharmaceutical Works Polpharma S.A. (prod.: Actavis hf., Iceland, Islanda; Pharmaceutical Works Polp",Polonia,"97,61"
2442,Sănătate - Medicamente OTC,Rosulip comp. film. 10 mg N7X4  (Egis),Egis Pharmaceuticals PLC,Ungaria,"68,32"
2443,Sănătate - Medicamente OTC,Rosulip comp. film. 20 mg N7X4  (Egis),Egis Pharmaceuticals PLC,Ungaria,"91,31"
2444,Sănătate - Medicamente OTC,Rosulip comp. film. 20 mg N7X4  (Egis),Egis Pharmaceuticals PLC,Ungaria,"85,04"
2445,Sănătate - Parafarmaceutice,Ruboril Expert S 40ml Isispharma,Isispharma,Franta,"268,99"
2446,Sănătate - Medicamente OTC,Rupatek comp.10mg N20,Bilim Ilac Sanayi Ve Ticaret A.?.,Turcia,"61,75"
2447,Vitamine și Minerale,Salres susp de inh. pres.100 mcg/doza 200doze N1 (Salbutamol),"Deva Holding A S (prod.: Deva Holding A.S., Turcia)",Turcia,"38,99"
2448,Vitamine și Minerale,Salres susp de inh. pres.100 mcg/doza 200doze N1 (Salbutamol),"Deva Holding A S (prod.: Deva Holding A.S., Turcia)",Turcia,"46,92"
